0    [main] WARN  com.commsen.stopwatch.Stopwatch  - Properties file stopwatch-engine.properties not found on classpath! Properties not set!
16064 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 14 (loser)
343134 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 78 [Tank: blue] [Team: 0] [Points: 16] [Status: loser] [Kills: 5] [Deaths: 7] [Missiles Fired: 30] [Energy Used:560]
343134 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 51 (winner)
343134 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 78 [Tank: red] [Team: 1] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 4] [Missiles Fired: 66] [Energy Used:280]
343134 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 4 (loser)
343135 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 78 [Tank: yellow] [Team: 0] [Points: 4] [Status: loser] [Kills: 4] [Deaths: 6] [Missiles Fired: 38] [Energy Used:400]
343135 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 24 (loser)
343135 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 78 [Tank: green] [Team: 1] [Points: 24] [Status: loser] [Kills: 6] [Deaths: 5] [Missiles Fired: 21] [Energy Used:120]
367217 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
367217 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 77 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 49] [Energy Used:260]
367217 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 32 (loser)
367218 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 77 [Tank: red] [Team: 1] [Points: 32] [Status: loser] [Kills: 7] [Deaths: 6] [Missiles Fired: 68] [Energy Used:320]
367218 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 7 (loser)
367218 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 77 [Tank: yellow] [Team: 0] [Points: 7] [Status: loser] [Kills: 5] [Deaths: 8] [Missiles Fired: 35] [Energy Used:1120]
367218 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 10 (loser)
367218 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 77 [Tank: green] [Team: 1] [Points: 10] [Status: loser] [Kills: 5] [Deaths: 7] [Missiles Fired: 35] [Energy Used:400]
381094 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 5 (loser)
381094 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 76 [Tank: blue] [Team: 0] [Points: 5] [Status: loser] [Kills: 4] [Deaths: 8] [Missiles Fired: 29] [Energy Used:700]
381094 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -8 (loser)
381094 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 76 [Tank: red] [Team: 1] [Points: -8] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 25] [Energy Used:480]
381095 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 51 (winner)
381095 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 76 [Tank: yellow] [Team: 0] [Points: 51] [Status: winner] [Kills: 8] [Deaths: 4] [Missiles Fired: 58] [Energy Used:340]
381095 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 41 (loser)
381095 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 76 [Tank: green] [Team: 1] [Points: 41] [Status: loser] [Kills: 5] [Deaths: 3] [Missiles Fired: 48] [Energy Used:460]
396820 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 11 (loser)
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 75 [Tank: blue] [Team: 0] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 26] [Energy Used:260]
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 32 (loser)
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 75 [Tank: red] [Team: 1] [Points: 32] [Status: loser] [Kills: 5] [Deaths: 4] [Missiles Fired: 42] [Energy Used:280]
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 26 (loser)
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 75 [Tank: yellow] [Team: 0] [Points: 26] [Status: loser] [Kills: 9] [Deaths: 10] [Missiles Fired: 64] [Energy Used:580]
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 50 (winner)
396821 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 75 [Tank: green] [Team: 1] [Points: 50] [Status: winner] [Kills: 10] [Deaths: 8] [Missiles Fired: 75] [Energy Used:620]
408357 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 15 (loser)
408357 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 74 [Tank: blue] [Team: 0] [Points: 15] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 23] [Energy Used:360]
408357 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 40 (loser)
408358 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 74 [Tank: red] [Team: 1] [Points: 40] [Status: loser] [Kills: 7] [Deaths: 4] [Missiles Fired: 38] [Energy Used:380]
408358 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 50 (winner)
408358 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 74 [Tank: yellow] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 5] [Missiles Fired: 63] [Energy Used:320]
408358 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -14 (loser)
408358 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 74 [Tank: green] [Team: 1] [Points: -14] [Status: loser] [Kills: 3] [Deaths: 7] [Missiles Fired: 21] [Energy Used:700]
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 32 (loser)
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 73 [Tank: blue] [Team: 0] [Points: 32] [Status: loser] [Kills: 8] [Deaths: 7] [Missiles Fired: 36] [Energy Used:460]
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 32 (loser)
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 73 [Tank: red] [Team: 1] [Points: 32] [Status: loser] [Kills: 7] [Deaths: 8] [Missiles Fired: 58] [Energy Used:580]
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 31 (loser)
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 73 [Tank: yellow] [Team: 0] [Points: 31] [Status: loser] [Kills: 8] [Deaths: 9] [Missiles Fired: 54] [Energy Used:620]
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
426601 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 73 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 5] [Missiles Fired: 66] [Energy Used:320]
441137 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 13 (loser)
441137 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 72 [Tank: blue] [Team: 0] [Points: 13] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 25] [Energy Used:40]
441137 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 51 (winner)
441137 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 72 [Tank: red] [Team: 1] [Points: 51] [Status: winner] [Kills: 8] [Deaths: 6] [Missiles Fired: 56] [Energy Used:380]
441137 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 24 (loser)
441138 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 72 [Tank: yellow] [Team: 0] [Points: 24] [Status: loser] [Kills: 7] [Deaths: 6] [Missiles Fired: 43] [Energy Used:440]
441138 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 22 (loser)
441138 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 72 [Tank: green] [Team: 1] [Points: 22] [Status: loser] [Kills: 7] [Deaths: 8] [Missiles Fired: 43] [Energy Used:360]
449593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
449593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 71 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 3] [Missiles Fired: 35] [Energy Used:100]
449593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -12 (loser)
449593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 71 [Tank: red] [Team: 1] [Points: -12] [Status: loser] [Kills: 2] [Deaths: 4] [Missiles Fired: 8] [Energy Used:200]
449593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 4 (loser)
449593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 71 [Tank: yellow] [Team: 0] [Points: 4] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 9] [Energy Used:100]
449594 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 4 (loser)
449594 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 71 [Tank: green] [Team: 1] [Points: 4] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 23] [Energy Used:240]
458865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -5 (loser)
458865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 70 [Tank: blue] [Team: 0] [Points: -5] [Status: loser] [Kills: 4] [Deaths: 7] [Missiles Fired: 19] [Energy Used:260]
458865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -7 (loser)
458865 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 70 [Tank: red] [Team: 1] [Points: -7] [Status: loser] [Kills: 2] [Deaths: 6] [Missiles Fired: 20] [Energy Used:600]
458866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 50 (winner)
458866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 70 [Tank: yellow] [Team: 0] [Points: 50] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 38] [Energy Used:1220]
458866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 33 (loser)
458866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 70 [Tank: green] [Team: 1] [Points: 33] [Status: loser] [Kills: 4] [Deaths: 2] [Missiles Fired: 42] [Energy Used:440]
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 14 (loser)
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 69 [Tank: blue] [Team: 0] [Points: 14] [Status: loser] [Kills: 4] [Deaths: 4] [Missiles Fired: 16] [Energy Used:740]
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 12 (loser)
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 69 [Tank: red] [Team: 1] [Points: 12] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 17] [Energy Used:300]
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -4 (loser)
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 69 [Tank: yellow] [Team: 0] [Points: -4] [Status: loser] [Kills: 4] [Deaths: 7] [Missiles Fired: 19] [Energy Used:260]
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
467593 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 69 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 37] [Energy Used:240]
475611 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 19 (loser)
475611 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 68 [Tank: blue] [Team: 0] [Points: 19] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 20] [Energy Used:340]
475611 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 50 (winner)
475611 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 68 [Tank: red] [Team: 1] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 5] [Missiles Fired: 56] [Energy Used:840]
475612 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 7 (loser)
475612 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 68 [Tank: yellow] [Team: 0] [Points: 7] [Status: loser] [Kills: 4] [Deaths: 5] [Missiles Fired: 28] [Energy Used:480]
475612 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 7 (loser)
475612 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 68 [Tank: green] [Team: 1] [Points: 7] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 10] [Energy Used:180]
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 17 (loser)
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 67 [Tank: blue] [Team: 0] [Points: 17] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 32] [Energy Used:460]
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 25 (loser)
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 67 [Tank: red] [Team: 1] [Points: 25] [Status: loser] [Kills: 4] [Deaths: 2] [Missiles Fired: 33] [Energy Used:160]
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 54 (winner)
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 67 [Tank: yellow] [Team: 0] [Points: 54] [Status: winner] [Kills: 8] [Deaths: 5] [Missiles Fired: 58] [Energy Used:300]
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -9 (loser)
487718 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 67 [Tank: green] [Team: 1] [Points: -9] [Status: loser] [Kills: 4] [Deaths: 8] [Missiles Fired: 27] [Energy Used:380]
506897 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 18 (loser)
506897 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 66 [Tank: blue] [Team: 0] [Points: 18] [Status: loser] [Kills: 6] [Deaths: 6] [Missiles Fired: 27] [Energy Used:380]
506897 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 40 (loser)
506898 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 66 [Tank: red] [Team: 1] [Points: 40] [Status: loser] [Kills: 9] [Deaths: 10] [Missiles Fired: 64] [Energy Used:220]
506898 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 50 (winner)
506898 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 66 [Tank: yellow] [Team: 0] [Points: 50] [Status: winner] [Kills: 8] [Deaths: 7] [Missiles Fired: 64] [Energy Used:320]
506898 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 34 (loser)
506898 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 66 [Tank: green] [Team: 1] [Points: 34] [Status: loser] [Kills: 8] [Deaths: 8] [Missiles Fired: 43] [Energy Used:780]
516842 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 21 (loser)
516842 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 65 [Tank: blue] [Team: 0] [Points: 21] [Status: loser] [Kills: 4] [Deaths: 3] [Missiles Fired: 25] [Energy Used:240]
516842 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: -6 (loser)
516843 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 65 [Tank: red] [Team: 1] [Points: -6] [Status: loser] [Kills: 3] [Deaths: 7] [Missiles Fired: 41] [Energy Used:480]
516843 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 40 (loser)
516843 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 65 [Tank: yellow] [Team: 0] [Points: 40] [Status: loser] [Kills: 5] [Deaths: 5] [Missiles Fired: 59] [Energy Used:340]
516843 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
516843 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 65 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 8] [Deaths: 5] [Missiles Fired: 49] [Energy Used:640]
531161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 19 (loser)
531161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 64 [Tank: blue] [Team: 0] [Points: 19] [Status: loser] [Kills: 5] [Deaths: 4] [Missiles Fired: 22] [Energy Used:300]
531161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 51 (winner)
531161 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 64 [Tank: red] [Team: 1] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 4] [Missiles Fired: 62] [Energy Used:220]
531162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 18 (loser)
531162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 64 [Tank: yellow] [Team: 0] [Points: 18] [Status: loser] [Kills: 4] [Deaths: 6] [Missiles Fired: 49] [Energy Used:680]
531162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 12 (loser)
531162 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 64 [Tank: green] [Team: 1] [Points: 12] [Status: loser] [Kills: 6] [Deaths: 8] [Missiles Fired: 39] [Energy Used:260]
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 30 (loser)
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 63 [Tank: blue] [Team: 0] [Points: 30] [Status: loser] [Kills: 5] [Deaths: 5] [Missiles Fired: 41] [Energy Used:320]
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 50 (winner)
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 63 [Tank: red] [Team: 1] [Points: 50] [Status: winner] [Kills: 9] [Deaths: 7] [Missiles Fired: 54] [Energy Used:820]
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 12 (loser)
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 63 [Tank: yellow] [Team: 0] [Points: 12] [Status: loser] [Kills: 5] [Deaths: 7] [Missiles Fired: 51] [Energy Used:240]
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 42 (loser)
546732 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 63 [Tank: green] [Team: 1] [Points: 42] [Status: loser] [Kills: 7] [Deaths: 7] [Missiles Fired: 79] [Energy Used:520]
553631 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 7 (loser)
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 62 [Tank: blue] [Team: 0] [Points: 7] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 17] [Energy Used:220]
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 11 (loser)
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 62 [Tank: red] [Team: 1] [Points: 11] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 26] [Energy Used:280]
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -4 (loser)
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 62 [Tank: yellow] [Team: 0] [Points: -4] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 13] [Energy Used:180]
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 50 (winner)
553632 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 62 [Tank: green] [Team: 1] [Points: 50] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 42] [Energy Used:60]
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 17 (loser)
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 61 [Tank: blue] [Team: 0] [Points: 17] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 23] [Energy Used:280]
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 50 (winner)
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 61 [Tank: red] [Team: 1] [Points: 50] [Status: winner] [Kills: 5] [Deaths: 4] [Missiles Fired: 63] [Energy Used:380]
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 22 (loser)
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 61 [Tank: yellow] [Team: 0] [Points: 22] [Status: loser] [Kills: 6] [Deaths: 8] [Missiles Fired: 48] [Energy Used:400]
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 5 (loser)
567473 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 61 [Tank: green] [Team: 1] [Points: 5] [Status: loser] [Kills: 4] [Deaths: 5] [Missiles Fired: 37] [Energy Used:540]
571619 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: -7 (loser)
571619 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 60 [Tank: blue] [Team: 0] [Points: -7] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 5] [Energy Used:120]
571619 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 51 (winner)
571619 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 60 [Tank: red] [Team: 1] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 0] [Missiles Fired: 27] [Energy Used:240]
571619 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -6 (loser)
571619 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 60 [Tank: yellow] [Team: 0] [Points: -6] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 5] [Energy Used:40]
571620 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 5 (loser)
571620 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 60 [Tank: green] [Team: 1] [Points: 5] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 24] [Energy Used:220]
589659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 21 (loser)
589659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 59 [Tank: blue] [Team: 0] [Points: 21] [Status: loser] [Kills: 5] [Deaths: 6] [Missiles Fired: 37] [Energy Used:220]
589660 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 50 (winner)
589660 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 59 [Tank: red] [Team: 1] [Points: 50] [Status: winner] [Kills: 9] [Deaths: 5] [Missiles Fired: 60] [Energy Used:520]
589660 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 17 (loser)
589660 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 59 [Tank: yellow] [Team: 0] [Points: 17] [Status: loser] [Kills: 5] [Deaths: 9] [Missiles Fired: 41] [Energy Used:960]
589660 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 46 (loser)
589660 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 59 [Tank: green] [Team: 1] [Points: 46] [Status: loser] [Kills: 9] [Deaths: 8] [Missiles Fired: 67] [Energy Used:300]
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 1 (loser)
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 58 [Tank: blue] [Team: 0] [Points: 1] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 24] [Energy Used:160]
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 51 (winner)
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 58 [Tank: red] [Team: 1] [Points: 51] [Status: winner] [Kills: 8] [Deaths: 6] [Missiles Fired: 39] [Energy Used:180]
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 14 (loser)
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 58 [Tank: yellow] [Team: 0] [Points: 14] [Status: loser] [Kills: 9] [Deaths: 10] [Missiles Fired: 35] [Energy Used:260]
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 38 (loser)
604232 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 58 [Tank: green] [Team: 1] [Points: 38] [Status: loser] [Kills: 5] [Deaths: 4] [Missiles Fired: 49] [Energy Used:600]
615475 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 0 (loser)
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 57 [Tank: blue] [Team: 0] [Points: 0] [Status: loser] [Kills: 3] [Deaths: 6] [Missiles Fired: 23] [Energy Used:220]
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - red: 19 (loser)
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 57 [Tank: red] [Team: 1] [Points: 19] [Status: loser] [Kills: 4] [Deaths: 5] [Missiles Fired: 38] [Energy Used:380]
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 50 (winner)
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 57 [Tank: yellow] [Team: 0] [Points: 50] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 47] [Energy Used:140]
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 7 (loser)
615476 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 57 [Tank: green] [Team: 1] [Points: 7] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 15] [Energy Used:460]
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 17 (loser)
630818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 56 [Tank: blue] [Team: 0] [Points: 17] [Status: loser] [Kills: 7] [Deaths: 10] [Missiles Fired: 40] [Energy Used:340]
